batch_size,budget_tested,throughput_tokens_per_sec,cost_per_hour,cost_per_million_tokens,total_runtime_hours,total_cost,pipeline_stages,gpu_type,tp_degree,num_gpus,total_layers,is_best,status
64,8.19,2042.04,8.19,1.114421,136.03,1114.42,1,A100,2,2,32,YES,SUCCESS
64,9.83,2042.04,8.19,1.114421,136.03,1114.42,1,A100,2,2,32,YES,SUCCESS
64,12.29,2042.04,8.19,1.114421,136.03,1114.42,1,A100,2,2,32,YES,SUCCESS
64,157.30,6980.57,32.77,1.304016,39.79,1304.02,1,A100,8,8,32,NO,SUCCESS
64,314.59,6980.57,32.77,1.304016,39.79,1304.02,1,A100,8,8,32,NO,SUCCESS
